id,image_url,thumb_url,category,color,stone,finish,surrounding,caption,tags,headstone
IMG0102,https://lumargo.pl/wp-content/uploads/2023/02/20130629_170735-768x1024-1.jpg,,nagrobki,szary,granit,polerowany,"Nagrobek znajduje się na cmentarzu, otoczony kwiatami i innymi nagrobkami.",Elegancki nagrobek granitowy z nowoczesnym wykończeniem.,"nagrobek granitowy, polerowany, nowoczesny, cmentarz, pamięć","{""style"":""nowoczesny"",""letter_material"":""mosiądz"",""letter_technique"":""grawerowane"",""has_photo_on_headboard"":""nie"",""photo_type"":""nan"",""grave_type"":""pojedynczy"",""headboard_shape"":""prosty"",""cover_type"":""pełna płyta"",""accessories"":[""wazon"",""krzyż""]}"
IMG0103,https://lumargo.pl/wp-content/uploads/2023/02/2013-04-26-051-1024x574-1.jpg,,nagrobki,szary,granit,polerowany,"Nagrobek znajduje się na cmentarzu, otoczony innymi grobami i kwiatami.",Elegancki nagrobek granitowy z polerowanym wykończeniem.,"nagrobek granitowy, polerowany, elegancki, cmentarz, pamięć","{""style"":""nowoczesny"",""letter_material"":""mosiądz"",""letter_technique"":""grawerowane"",""has_photo_on_headboard"":""nie"",""photo_type"":""nan"",""grave_type"":""pojedynczy"",""headboard_shape"":""prosty"",""cover_type"":""pełna płyta"",""accessories"":[""lampion"",""krzyż""]}"
IMG0104,https://lumargo.pl/wp-content/uploads/2023/02/20220630_120356-1920x909.jpg,,nagrobki,"czarny, szary",granite,polerowany,"Nagrobek znajduje się na cmentarzu, otoczony kwiatami i zniczami.","Elegancki nagrobek z granitu, idealny na wieczną pamięć.","nagrobek granitowy, polerowany, nowoczesny, kwiaty na grobie, cmentarz","{""style"":""nowoczesny"",""letter_material"":""mosiądz"",""letter_technique"":""grawerowane"",""has_photo_on_headboard"":""tak"",""photo_type"":""zdjęcie porcelanowe"",""grave_type"":""pojedynczy"",""headboard_shape"":""prosty"",""cover_type"":""pełna płyta"",""accessories"":[""lampion"",""wazon""]}"
IMG0105,https://lumargo.pl/wp-content/uploads/2023/02/20220413_170801-scaled.jpg,,nagrobki,"szary, czarny",granit,polerowany,"Nagrobek znajduje się w otoczeniu drzew, na świeżym powietrzu.","Elegancki nagrobek z granitu, idealny na wieczną pamięć.","nagrobek granitowy, polerowany, nowoczesny, pamięć, stylowy","{""style"":""nowoczesny"",""letter_material"":""mosiądz"",""letter_technique"":""grawerowane"",""has_photo_on_headboard"":""tak"",""photo_type"":""zdjęcie porcelanowe"",""grave_type"":""pojedynczy"",""headboard_shape"":""prosty"",""cover_type"":""pełna płyta"",""accessories"":[""lampion"",""wazon""]}"
IMG0106,https://lumargo.pl/wp-content/uploads/2023/02/20210930_171026-1920x4051.jpg,,nagrobki,szary,granit,polerowany,Nagrobek znajduje się na cmentarzu w otoczeniu innych grobów.,"Elegancki nagrobek z granitu, idealny na wieczną pamiątkę.","nagrobek granitowy, polerowany, elegancki, cmentarz, pamiątka","{""style"":""nowoczesny"",""letter_material"":""mosiądz"",""letter_technique"":""grawerowane"",""has_photo_on_headboard"":""tak"",""photo_type"":""zdjęcie porcelanowe"",""grave_type"":""pojedynczy"",""headboard_shape"":""prosty"",""cover_type"":""pełna płyta"",""accessories"":[""lampion""]}"
IMG0107,https://lumargo.pl/wp-content/uploads/2023/02/20210914_133651-1920x910.jpg,,nagrobki,"czarny, szary",granite,polerowany,Nagrobki w otoczeniu zieleni na cmentarzu.,"Elegancki nagrobek z granitu, idealny na wieczną pamięć.","nagrobek granitowy, polerowany, cmentarz, pamięć, styl nowoczesny","{""style"":""nowoczesny"",""letter_material"":""mosiądz"",""letter_technique"":""grawerowane"",""has_photo_on_headboard"":""tak"",""photo_type"":""zdjęcie porcelanowe"",""grave_type"":""pojedynczy"",""headboard_shape"":""prosty"",""cover_type"":""pełna płyta"",""accessories"":[""lampion"",""wazon""]}"
IMG0108,https://lumargo.pl/wp-content/uploads/2023/02/20210714_140118-1920x909.jpg,,nagrobki,czarny,granite,polerowany,Nagrobek znajduje się na cmentarzu otoczonym innymi grobami.,"Elegancki nagrobek z granitu, idealny na wieczną pamięć.","nagrobek granitowy, polerowany, elegancki, cmentarz, pamięć","{""style"":""nowoczesny"",""letter_material"":""mosiądz"",""letter_technique"":""grawerowane"",""has_photo_on_headboard"":""tak"",""photo_type"":""zdjęcie porcelanowe"",""grave_type"":""pojedynczy"",""headboard_shape"":""prosty"",""cover_type"":""pełna płyta"",""accessories"":[""lampion""]}"
IMG0109,https://lumargo.pl/wp-content/uploads/2023/02/20210430_162648-1920x2560.jpg,,nagrobki,"szary, czarny",granite,polished,"Nagrobek znajduje się na cmentarzu, otoczony innymi grobami.","Elegancki nagrobek z granitu, idealny dla pamięci bliskich.","nagrobek granitowy, polerowany, nowoczesny, pamięć, cmentarz","{""style"":""nowoczesny"",""letter_material"":""mosiądz"",""letter_technique"":""grawerowane"",""has_photo_on_headboard"":""tak"",""photo_type"":""zdjęcie porcelanowe"",""grave_type"":""podwójny"",""headboard_shape"":""prosty"",""cover_type"":""pełna płyta"",""accessories"":[""lampion"",""krzyż""]}"
IMG0110,https://lumargo.pl/wp-content/uploads/2023/02/20201024_165516-scaled.jpg,,nagrobki,szary,granite,polerowany,"Nagrobek znajduje się na cmentarzu, otoczony kwiatami i zniczami.","Elegancki nagrobek z granitu, idealny na wieczną pamięć.","nagrobek granitowy, polerowany, elegancki, pamięć, cmentarz","{""style"":""nowoczesny"",""letter_material"":""mosiądz"",""letter_technique"":""grawerowane"",""has_photo_on_headboard"":""tak"",""photo_type"":""zdjęcie porcelanowe"",""grave_type"":""pojedynczy"",""headboard_shape"":""prosty"",""cover_type"":""pełna płyta"",""accessories"":[""lampion"",""krzyż""]}"
IMG0111,https://lumargo.pl/wp-content/uploads/2023/02/20201021_144220-1920x910.jpg,,nagrobki,szary,granit,polerowany,Nagrobek znajduje się na cmentarzu otoczonym innymi grobami i kwiatami.,"Elegancki nagrobek granitowy, który upamiętnia bliskich.","nagrobek granitowy, polerowany, cmentarz, pamięć, elegancja","{""style"":""nowoczesny"",""letter_material"":""mosiądz"",""letter_technique"":""grawerowane"",""has_photo_on_headboard"":""nie"",""photo_type"":""nan"",""grave_type"":""pojedynczy"",""headboard_shape"":""prosty"",""cover_type"":""pełna płyta"",""accessories"":[]}"
IMG0112,https://lumargo.pl/wp-content/uploads/2023/02/20200907_110632-1920x909.jpg,,nagrobki,czerwony,granit,polerowany,"Nagrobek znajduje się na cmentarzu, otoczony innymi grobami i zielenią.","Elegancki nagrobek z granitu, idealny na wieczną pamięć.","nagrobek granitowy, polerowany, czerwony granit, pamięć, cmentarz","{""style"":""nowoczesny"",""letter_material"":""mosiądz"",""letter_technique"":""grawerowane"",""has_photo_on_headboard"":""tak"",""photo_type"":""zdjęcie porcelanowe"",""grave_type"":""podwójny"",""headboard_shape"":""łuk"",""cover_type"":""pełna płyta"",""accessories"":[""lampion"",""krzyż""]}"
IMG0113,https://lumargo.pl/wp-content/uploads/2023/02/IMG_1112-1920x2560.jpeg,,nagrobki,"czarny, szary",granite,polerowany,"Nagrobek znajduje się na cmentarzu, otoczony innymi grobami i kwiatami.",Elegancki nagrobek z personalizowanym grawerem.,"nagrobek granitowy, polerowany, grawerowanie, czarny kamień, nowoczesny design","{""style"":""nowoczesny"",""letter_material"":""mosiądz"",""letter_technique"":""grawerowane"",""has_photo_on_headboard"":""tak"",""photo_type"":""grawer laserowy"",""grave_type"":""pojedynczy"",""headboard_shape"":""prosty"",""cover_type"":""pełna płyta"",""accessories"":[""krzyż mosiężny""]}"
IMG0114,https://lumargo.pl/wp-content/uploads/2023/02/IMG_4301-1024x768-1-rotated.jpg,,posadzki,szary,granite,polerowany,Ujęcie przedstawia nowoczesną przestrzeń z kamienną posadzką.,"Elegancka posadzka granitowa, idealna do nowoczesnych wnętrz.","posadzka granitowa, nowoczesny design, wykończenie kamienia",nan
IMG0115,https://lumargo.pl/wp-content/uploads/2023/02/IMG_4300-1024x768-1.jpg,,posadzki,szary,granite,polerowany,Ujęcie przedstawia nowoczesną przestrzeń z granitową posadzką.,"Elegancka posadzka granitowa, idealna do nowoczesnych wnętrz.","granity, posadzki z kamienia, nowoczesny design, wykończenie, architektura",nan
IMG0116,https://lumargo.pl/wp-content/uploads/2023/02/IMG_4298-1024x768-1.jpg,,posadzki,szary,granite,polerowany,Ujęcie przedstawia elegancką posadzkę w ogrodzie.,"Elegancka posadzka granitowa, idealna do nowoczesnych przestrzeni.","posadzki granitowe, wykończenie polerowane, nowoczesny design",nan
IMG0117,https://lumargo.pl/wp-content/uploads/2023/02/IMG_4290-1024x768-1.jpg,,posadzki,szary,granite,polerowany,Ujęcie przedstawia taras z granitową posadzką.,Elegancka posadzka granitowa idealna do nowoczesnych przestrzeni.,"granity, posadzki, nowoczesny, wykończenie, taras",nan
IMG0118,https://lumargo.pl/wp-content/uploads/2023/02/IMG_4190-1024x768-1-rotated.jpg,,posadzki,szary,granite,polerowany,Zdjęcie przedstawia nowoczesny korytarz z elegancką posadzką.,"Elegancka posadzka granitowa, idealna do nowoczesnych wnętrz.","posadzki granitowe, nowoczesne wnętrza, wykończenie podłóg",nan
IMG0119,https://lumargo.pl/wp-content/uploads/2023/02/DSC_1147-1024x680-1.jpg,,posadzki,"czarny, brązowy",nan,nan,Wnętrze nowoczesnego pomieszczenia z podłogą z kamienia.,"Elegancka podłoga, która nadaje charakter każdemu wnętrzu.","podłoga kamienna, nowoczesne wnętrze, design, elegancja",nan
IMG0120,https://lumargo.pl/wp-content/uploads/2023/02/DSC_1138-1920x1275.jpg,,posadzki,"beżowy, czarny",nan,nan,Wnętrze nowoczesnego domu z elegancką posadzką.,"Elegancka posadzka, która doda klasy każdemu wnętrzu.","nowoczesne wnętrze, posadzki, elegancki design",nan
IMG0121,https://lumargo.pl/wp-content/uploads/2023/02/DSC_1104-680x1024-1.jpg,,posadzki,"czarny, brązowy",granite,polerowany,Wnętrze z eleganckimi wykończeniami kamiennymi.,"Eleganckie posadzki, które dodają klasy każdemu wnętrzu.","posadzki granitowe, wykończenia wnętrz, kamień naturalny, elegancki design",nan
IMG0122,https://lumargo.pl/wp-content/uploads/2023/02/13434877_1030093593710783_2550775385409870612_n.jpg,,posadzki,"brązowy, beżowy",granite,polerowany,Zdjęcie przedstawia elegancką posadzkę w nowoczesnym wnętrzu.,"Elegancka posadzka granitowa, która doda klasy Twojemu wnętrzu.","posadzka granitowa, nowoczesne wnętrze, wykończenie, kamień naturalny, design",nan
IMG0123,https://lumargo.pl/wp-content/uploads/2023/02/12670279_956255631094580_2399089090232716264_n.jpg,,posadzki,biały,marmur,polerowany,Wnętrze nowoczesnego budynku z dużymi oknami.,"Elegancka posadzka marmurowa, idealna do nowoczesnych wnętrz.","marmur, posadzka, nowoczesny, polerowany, wnętrze",nan
IMG0124,https://lumargo.pl/wp-content/uploads/2023/02/12037938_911168462269964_4434356023060729442_n.jpg,,posadzki,szary,granite,polerowany,Widok na elegancką posadzkę w otoczeniu zieleni.,"Elegancka posadzka granitowa, idealna do każdego ogrodu.","posadzka granitowa, szary kamień, wykończenie polerowane, ogród, design",nan
IMG0125,https://lumargo.pl/wp-content/uploads/2023/02/11811479_874758502577627_4874620359077333491_n.jpg,,posadzki,szary,granite,polerowany,Zdjęcie przedstawia elegancką posadzkę w nowoczesnym otoczeniu.,"Elegancka posadzka granitowa, idealna do nowoczesnych wnętrz.","posadzki granitowe, nowoczesny design, wykończenie polerowane",nan
IMG0126,https://lumargo.pl/wp-content/uploads/2023/02/11204874_832523753467769_5001993930083453413_n.jpg,,posadzki,szary,granite,polerowany,Zdjęcie przedstawia korytarz z podłogą wykonaną z granitu.,"Elegancka podłoga granitowa, która doda klasy Twojemu wnętrzu.","podłoga granitowa, wykończenie wnętrz, elegancki design, trwałość, nowoczesne wnętrza",nan
IMG0127,https://lumargo.pl/wp-content/uploads/2023/02/1017525_832522676801210_2912700471512545273_n.jpg,,posadzki,"brązowy, szary",granite,polerowany,Zdjęcie przedstawia nowoczesną kuchnię z różnymi rodzajami podłóg.,"Eleganckie podłogi, które dodają charakteru każdemu wnętrzu.","podłogi granitowe, nowoczesne wnętrza, wykończenie kamienne",nan
IMG0128,https://lumargo.pl/wp-content/uploads/2023/02/DSC02417-1024x768-1.jpg,,elewacje,"beżowy, brązowy",granite,polerowany,Zdjęcie przedstawia elewację budynku z kamiennymi detalami.,Elegancka elewacja z wysokiej jakości granitu.,"elewacja kamienna, granite, nowoczesny design, wykończenie budynku",nan
IMG0129,https://lumargo.pl/wp-content/uploads/2023/02/DSC_1188-1024x680-1.jpg,,elewacje,"szary, biały",nan,nan,Zdjęcie przedstawia nowoczesny budynek w otoczeniu zieleni.,"Elegancka elewacja, która przyciąga wzrok.","nowoczesna architektura, elewacja, budownictwo, design, zielona przestrzeń",nan
IMG0130,https://lumargo.pl/wp-content/uploads/2023/02/DSC_1172-1024x680-1.jpg,,elewacje,szary,piaskowiec,naturalny,Ujęcie przedstawia elewację hotelu z kamiennym elementem dekoracyjnym.,Elegancka elewacja z naturalnego kamienia dla wyjątkowego wyglądu.,"elewacja kamienna, dekoracje z kamienia, naturalny wygląd",nan
IMG0131,https://lumargo.pl/wp-content/uploads/2023/02/21022013017-1024x448-1.jpg,,elewacje,beżowy,piaskowiec,polerowany,Zdjęcie przedstawia elewację banku w zimowym otoczeniu.,"Elegancka elewacja z piaskowca, idealna do nowoczesnych budynków.","elewacja, kamień naturalny, nowoczesny design, polerowany, piaskowiec",nan
IMG0132,https://lumargo.pl/wp-content/uploads/2023/02/21022013012-1024x755-1.jpg,,elewacje,beżowy,travertyn,polerowany,Zdjęcie przedstawia elewację budynku w zimowym otoczeniu.,"Elegancka elewacja z travertynu, idealna do nowoczesnych budynków.","elewacja, travertyn, polerowany, nowoczesny, design",nan
IMG0133,https://lumargo.pl/wp-content/uploads/2023/02/20130802_144302-1024x661-1.jpg,,elewacje,"szary, brązowy",kamień naturalny,surowy,Ujęcie przedstawia elewację z kamienia naturalnego w otoczeniu drzew.,"Elegancka elewacja z kamienia naturalnego, idealna do każdego domu.","elewacja kamienna, naturalny kamień, wykończenie budynku, styl nowoczesny",nan
IMG0134,https://lumargo.pl/wp-content/uploads/2023/02/20200929_104557-1-1-1920x909.jpg,,elewacje,beżowy,piaskowiec,polerowany,Ujęcie przedstawia elewację budynku w miejskim otoczeniu.,"Elegancka elewacja z piaskowca, idealna do nowoczesnych budynków.","elewacja, piaskowiec, nowoczesny, wykończenie, budownictwo",nan
IMG0135,https://lumargo.pl/wp-content/uploads/2023/02/20200929_104715-1920x910.jpg,,elewacje,beżowy,piaskowiec,naturalny,Zdjęcie przedstawia nowoczesny budynek z elewacją z piaskowca w miejskim otoczeniu.,"Elegancka elewacja z piaskowca, która wyróżnia każdy budynek.","elewacja, piaskowiec, nowoczesny budynek, wykończenie, architektura",nan
IMG0136,https://lumargo.pl/wp-content/uploads/2023/02/20210225_095702-1920x1440.jpg,,kominki,szary,nan,nan,Kominek w nowoczesnym wnętrzu z jasnymi ścianami.,"Elegancki kominek, który doda charakteru Twojemu wnętrzu.","kominek, nowoczesny design, wystrój wnętrz, szary kamień",nan
IMG0137,https://lumargo.pl/wp-content/uploads/2023/02/DSC03709-1920x1072.jpg,,kominki,biały,marmur,polerowany,Kominek w nowoczesnym wnętrzu z drewnianymi akcentami.,"Elegancki kominek z marmuru, idealny do nowoczesnych wnętrz.","kominek, marmur, nowoczesny, wykończenie, wnętrze",nan
IMG0138,https://lumargo.pl/wp-content/uploads/2023/02/DSC03708-1024x638-1.jpg,,kominki,biały,marmur,polerowany,Kominek w nowoczesnym wnętrzu z marmurowym blatem.,"Elegancki kominek z marmuru, idealny do nowoczesnych przestrzeni.","kominek marmurowy, nowoczesny design, wykończenie wnętrz, elegancki styl",nan
IMG0139,https://lumargo.pl/wp-content/uploads/2023/02/DSC_1098-1920x1275.jpg,,kominki,"czarny, biały",granite,polerowany,Kominek w nowoczesnym wnętrzu z eleganckimi detalami.,"Stylowy kominek, który doda charakteru każdemu pomieszczeniu.","kominek, granite, nowoczesny, wykończenie, design",nan
IMG0140,https://lumargo.pl/wp-content/uploads/2023/02/DSC_0065-scaled.jpg,,kominki,"beżowy, brązowy",nan,nan,Kominek w nowoczesnym wnętrzu.,"Elegancki kominek, który doda ciepła każdemu pomieszczeniu.","kominek, wnętrze, styl nowoczesny, ciepło, design",nan
IMG0141,https://lumargo.pl/wp-content/uploads/2023/02/20150210_113156-1920x1440.jpg,,kominki,biały,marmur,polerowany,Kominek w nowoczesnym wnętrzu z drewnianymi akcentami.,"Elegancki kominek z marmuru, idealny do nowoczesnych aranżacji.","kominek marmurowy, nowoczesny design, wykończenie polerowane",nan
IMG0142,https://lumargo.pl/wp-content/uploads/2023/02/20150210_113135-1920x1440.jpg,,kominki,biały,marmur,polerowany,Kominek w nowoczesnym wnętrzu z drewnianymi akcentami.,"Elegancki kominek z marmuru, idealny do nowoczesnych wnętrz.","kominek marmurowy, nowoczesny design, wykończenie wnętrz, elegancki styl",nan
IMG0143,https://lumargo.pl/wp-content/uploads/2023/02/13393970_1030093693710773_7870197288733529318_n.jpg,,kominki,czarny,granite,polerowany,Kominek w nowoczesnym wnętrzu z eleganckim wykończeniem.,"Elegancki kominek, który doda stylu każdemu wnętrzu.","kominek nowoczesny, granite, wykończenie polerowane, stylowe wnętrze",nan
IMG0144,https://lumargo.pl/wp-content/uploads/2023/02/13466088_1030093670377442_7675113228169387250_n-300x225-1.jpg,,kominki,czarny,granite,polerowany,Kominek w nowoczesnym wnętrzu z eleganckim wykończeniem.,"Elegancki kominek z granitu, idealny do nowoczesnych wnętrz.","kominek granitowy, nowoczesne wnętrze, polerowany kamień, elegancki design",nan
IMG0145,https://lumargo.pl/wp-content/uploads/2023/02/20210508_105955-1920x2560.jpg,,lazienki,"czarny, biały",nan,nan,Nowoczesna łazienka z dużymi oknami i eleganckimi detalami.,"Stylowa łazienka, która łączy elegancję z funkcjonalnością.","nowoczesny design, elegancka łazienka, stylowe wnętrze",nan
IMG0146,https://lumargo.pl/wp-content/uploads/2023/02/20211030_151509-1920x909.jpg,,lazienki,"czarny, biały",granit,polerowany,Ujęcie przedstawia nowoczesną łazienkę z umywalką na blacie.,Elegancki granitowy blat w nowoczesnej łazience.,"blat granitowy, nowoczesna łazienka, wykończenie wnętrz, design, styl",nan
IMG0147,https://lumargo.pl/wp-content/uploads/2023/02/12717641_956257427761067_2073131710740062980_n.jpg,,lazienki,czarny,granite,polerowany,Nowoczesna łazienka z eleganckim wykończeniem.,Elegancja granitu w Twojej łazience.,"granite, nowoczesny, łazienka, wykończenie, design",nan
IMG0148,https://lumargo.pl/wp-content/uploads/2023/02/12728951_956270761093067_2801968233772136397_n.jpg,,lazienki,biały z szarym,marmur,polerowany,Nowoczesna łazienka z eleganckimi elementami kamiennymi.,Elegancja marmuru w Twojej łazience.,"marmur, nowoczesny design, wykończenie wnętrz, kamień naturalny",nan
IMG0149,https://lumargo.pl/wp-content/uploads/2023/02/20130222_171947-761x1024-1.jpg,,lazienki,"beżowy, czerwony",nan,nan,Nowoczesna łazienka z eleganckimi detalami.,Stwórz wyjątkową przestrzeń w swojej łazience.,"nowoczesna łazienka, eleganckie wykończenie, stylowe detale",nan
IMG0150,https://lumargo.pl/wp-content/uploads/2023/02/20130222_172227-1024x768-1.jpg,,lazienki,beżowy,nan,nan,Wnętrze łazienki z wanną i płytkami.,Elegancka łazienka z nowoczesną wanną.,"łazienka, wanna, nowoczesny, wykończenie, płytki",nan
IMG0151,https://lumargo.pl/wp-content/uploads/2023/02/DSC_1156-680x1024-1.jpg,,lazienki,"czarny, szary",nan,nan,Nowoczesna łazienka z kamiennym akcentem na ścianie.,Elegancka łazienka z unikalnym kamiennym wykończeniem.,"nowoczesny design, kamień w łazience, stylowe wnętrze",nan
IMG0152,https://lumargo.pl/wp-content/uploads/2023/02/DSC_1162-1024x680-1.jpg,,lazienki,"czarny, szary, beżowy",granit,polerowany,Nowoczesna łazienka z kamiennymi akcentami.,Elegancki granit w nowoczesnej łazience.,"kamień granitowy, wykończenie łazienki, design wnętrz, nowoczesne rozwiązania",nan
IMG0153,https://lumargo.pl/wp-content/uploads/2023/02/DSC_1163-1024x680-1.jpg,,lazienki,"beżowy, brązowy",nan,nan,Nowoczesna łazienka z elementami kamiennymi.,Elegancka łazienka z naturalnymi akcentami kamiennymi.,"nowoczesna łazienka, kamień, design wnętrz, styl skandynawski",nan
IMG0154,https://lumargo.pl/wp-content/uploads/2023/02/IMG_5088-1024x682-1.jpg,,lazienki,"szary, biały",nan,nan,Nowoczesna łazienka z dużym oknem i wanną.,"Elegancka łazienka, idealna do relaksu.","nowoczesna łazienka, wanna, design wnętrz, styl skandynawski",nan
